Time_solar,Temperature©,Humidity ,Ground Radiation Intensity (W/m^2),Upper Atmosphere Radiation Intensity (W/m^2),PV Generation (KW),timestamp,hour,Date - Time ,Time_wind,Air Density,Wind Speed ,Power Generation 
252,19.55,0.01,547.96,1194.734,1282.529,2019-06-11 11:00:00,11.0,,252,1.152,3.483,172.186
253,19.131,0.01,495.351,1165.453,1081.857,2019-06-11 12:00:00,12.0,,253,1.155,3.079,97.895
254,18.815,0.01,441.556,1082.73,872.671,2019-06-11 13:00:00,13.0,,254,1.159,2.571,38.889
255,18.4,0.01,363.599,952.306,605.252,2019-06-11 14:00:00,14.0,,255,1.162,1.964,7.064
256,18.5,0.01,277.296,782.988,467.142,2019-06-11 15:00:00,15.0,,256,1.164,1.223,0.18
257,18.649,0.011,195.962,586.333,406.931,2019-06-11 16:00:00,16.0,,257,1.166,0.591,0.0
258,17.675,0.011,120.463,375.763,261.107,2019-06-11 17:00:00,17.0,,258,1.168,0.695,0.0
259,16.158,0.011,48.628,165.78,125.858,2019-06-11 18:00:00,18.0,,259,1.17,1.35,0.41
260,14.769,0.011,6.051,20.486,0.0,2019-06-11 19:00:00,19.0,,260,1.171,1.681,2.26
261,14.252,0.011,0.011,0.049,0.0,2019-06-11 20:00:00,20.0,,261,1.172,1.414,0.604
262,13.914,0.01,0.0,0.0,0.0,2019-06-11 21:00:00,21.0,,262,1.171,1.276,0.258
263,13.529,0.01,0.0,0.0,0.0,2019-06-11 22:00:00,22.0,,263,1.166,1.397,0.558
264,13.164,0.01,0.0,0.0,0.0,2019-06-11 23:00:00,23.0,,264,1.159,1.596,1.527
265,12.704,0.01,0.0,0.0,0.0,2019-06-12 00:00:00,0.0,,265,1.152,2.016,8.328
266,12.349,0.01,0.0,0.0,0.0,2019-06-12 01:00:00,1.0,,266,1.147,2.251,17.17
267,12.095,0.01,0.0,0.0,0.0,2019-06-12 02:00:00,2.0,,267,1.142,2.195,14.761
268,11.891,0.01,3.528,18.148,0.0,2019-06-12 03:00:00,3.0,,268,1.139,2.084,10.673
269,12.648,0.01,55.422,178.095,241.409,2019-06-12 04:00:00,4.0,,269,1.136,2.315,20.911
270,14.077,0.01,164.025,388.673,874.167,2019-06-12 05:00:00,5.0,,270,1.134,1.803,3.897
271,15.44,0.011,298.44,598.809,1509.213,2019-06-12 06:00:00,6.0,,271,1.133,1.494,0.915
272,17.869,0.011,438.429,794.21,2843.654,2019-06-12 07:00:00,7.0,,272,1.132,1.104,0.074
273,20.402,0.01,578.278,961.518,3424.324,2019-06-12 08:00:00,8.0,,273,1.132,1.466,0.791
274,21.586,0.01,682.0,1089.38,3328.637,2019-06-12 09:00:00,9.0,,274,1.134,1.451,0.728
275,22.199,0.01,727.079,1169.075,3076.078,2019-06-12 10:00:00,10.0,,275,1.136,1.317,0.337
276,22.648,0.01,726.556,1195.183,3005.681,2019-06-12 11:00:00,11.0,,276,1.14,1.377,0.496
277,23.148,0.01,687.402,1165.906,3088.758,2019-06-12 12:00:00,12.0,,277,1.144,2.119,11.621
278,22.915,0.01,610.065,1083.273,2526.346,2019-06-12 13:00:00,13.0,,278,1.149,3.198,118.275
279,22.546,0.01,506.638,952.928,2115.522,2019-06-12 14:00:00,14.0,,279,1.152,3.739,227.643
280,22.323,0.01,395.239,783.732,1792.724,2019-06-12 15:00:00,15.0,,280,1.154,3.72,225.109
281,21.977,0.011,272.383,587.206,1486.598,2019-06-12 16:00:00,16.0,,281,1.155,3.849,254.666
282,20.735,0.011,149.308,376.805,876.117,2019-06-12 17:00:00,17.0,,282,1.156,4.032,305.323
283,18.038,0.012,51.768,166.955,228.194,2019-06-12 18:00:00,18.0,,283,1.157,4.763,540.357
284,16.045,0.011,4.938,20.952,0.0,2019-06-12 19:00:00,19.0,,284,1.157,6.815,1584.522
285,15.809,0.011,0.009,0.056,0.0,2019-06-12 20:00:00,20.0,,285,1.158,8.949,3018.232
286,15.584,0.011,0.0,0.0,0.0,2019-06-12 21:00:00,21.0,,286,1.157,8.949,3018.155
287,15.112,0.011,0.0,0.0,0.0,2019-06-12 22:00:00,22.0,,287,1.155,8.447,2687.872
288,14.725,0.011,0.0,0.0,0.0,2019-06-12 23:00:00,23.0,,288,1.15,8.526,2742.794
289,14.3,0.011,0.0,0.0,0.0,2019-06-13 00:00:00,0.0,,289,1.145,8.537,2748.63
290,13.978,0.011,0.0,0.0,0.0,2019-06-13 01:00:00,1.0,,290,1.141,8.428,2674.322
291,14.266,0.011,0.0,0.0,0.0,2019-06-13 02:00:00,2.0,,291,1.139,8.638,2814.253
292,14.6,0.011,3.77,18.646,0.0,2019-06-13 03:00:00,3.0,,292,1.136,8.434,2679.635
293,15.049,0.011,45.86,179.228,122.854,2019-06-13 04:00:00,4.0,,293,1.134,7.8,2241.75
294,15.61,0.011,119.453,389.659,227.247,2019-06-13 05:00:00,5.0,,294,1.134,6.978,1688.979
295,16.049,0.011,219.274,599.631,397.756,2019-06-13 06:00:00,6.0,,295,1.134,6.518,1401.266
296,16.717,0.011,331.911,794.889,738.161,2019-06-13 07:00:00,7.0,,296,1.136,6.612,1459.207
297,17.736,0.011,445.43,962.093,1172.595,2019-06-13 08:00:00,8.0,,297,1.138,7.027,1720.786
298,19.007,0.011,516.12,1089.844,1468.973,2019-06-13 09:00:00,9.0,,298,1.141,7.146,1805.326
299,20.06,0.011,539.958,1169.481,1704.748,2019-06-13 10:00:00,10.0,,299,1.145,6.806,1578.965
300,21.218,0.011,553.253,1195.571,2025.961,2019-06-13 11:00:00,11.0,,300,1.149,7.542,2065.4
301,21.563,0.011,515.254,1166.336,1534.455,2019-06-13 12:00:00,12.0,,301,1.153,6.496,1390.014
302,21.253,0.011,425.278,1083.745,1034.042,2019-06-13 13:00:00,13.0,,302,1.157,6.131,1176.693
303,21.431,0.011,314.126,953.46,1162.233,2019-06-13 14:00:00,14.0,,303,1.161,5.924,1063.828
304,20.767,0.011,218.881,784.378,584.494,2019-06-13 15:00:00,15.0,,304,1.163,6.413,1340.416
305,19.564,0.011,141.405,588.012,203.717,2019-06-13 16:00:00,16.0,,305,1.166,5.926,1064.895
306,18.316,0.011,80.388,377.736,97.497,2019-06-13 17:00:00,17.0,,306,1.169,6.434,1352.563
307,17.212,0.011,33.896,168.02,19.808,2019-06-13 18:00:00,18.0,,307,1.171,6.955,1677.12
308,16.247,0.011,4.137,21.38,0.0,2019-06-13 19:00:00,19.0,,308,1.174,6.784,1565.127
309,15.592,0.011,0.008,0.062,0.0,2019-06-13 20:00:00,20.0,,309,1.176,6.508,1394.914
310,15.153,0.01,0.0,0.0,0.0,2019-06-13 21:00:00,21.0,,310,1.176,5.989,1099.198
311,14.207,0.01,0.0,0.0,0.0,2019-06-13 22:00:00,22.0,,311,1.173,5.679,938.071
312,13.698,0.01,0.0,0.0,0.0,2019-06-13 23:00:00,23.0,,312,1.17,5.519,860.63
313,13.046,0.01,0.0,0.0,0.0,2019-06-14 00:00:00,0.0,,313,1.166,5.498,850.269
314,12.406,0.009,0.0,0.0,0.0,2019-06-14 01:00:00,1.0,,314,1.163,5.354,783.901
315,11.886,0.009,0.0,0.0,0.0,2019-06-14 02:00:00,2.0,,315,1.162,5.012,637.062
316,11.538,0.009,2.914,19.1,4.101,2019-06-14 03:00:00,3.0,,316,1.161,4.687,512.511
317,12.354,0.009,46.847,180.249,389.633,2019-06-14 04:00:00,4.0,,317,1.161,3.852,255.511
318,13.38,0.009,139.685,390.525,1016.262,2019-06-14 05:00:00,5.0,,318,1.161,2.211,15.645
319,15.006,0.009,267.705,600.373,2004.105,2019-06-14 06:00:00,6.0,,319,1.162,1.408,0.594
320,17.812,0.009,405.024,795.486,3071.972,2019-06-14 07:00:00,7.0,,320,1.164,2.017,8.342
321,20.071,0.009,503.092,962.581,3340.95,2019-06-14 08:00:00,8.0,,321,1.166,2.712,52.228
322,21.084,0.009,556.33,1090.26,3422.727,2019-06-14 09:00:00,9.0,,322,1.169,3.028,90.373
323,21.532,0.009,552.161,1169.86,3264.533,2019-06-14 10:00:00,10.0,,323,1.172,3.427,159.051
324,21.285,0.008,516.075,1195.898,2798.099,2019-06-14 11:00:00,11.0,,324,1.176,3.657,208.302
325,20.695,0.008,471.842,1166.669,2397.236,2019-06-14 12:00:00,12.0,,325,1.18,3.599,195.266
326,19.083,0.008,417.871,1084.153,1124.2,2019-06-14 13:00:00,13.0,,326,1.184,3.221,122.467
327,18.149,0.008,353.201,953.948,555.308,2019-06-14 14:00:00,14.0,,327,1.187,2.443,28.593
328,17.09,0.008,275.015,784.979,313.163,2019-06-14 15:00:00,15.0,,328,1.19,1.873,5.131
329,15.712,0.008,194.684,588.718,172.797,2019-06-14 16:00:00,16.0,,329,1.192,1.653,2.059
330,14.407,0.008,115.287,378.571,75.239,2019-06-14 17:00:00,17.0,,330,1.195,2.145,12.595
331,13.163,0.009,48.126,168.965,14.423,2019-06-14 18:00:00,18.0,,331,1.197,3.61,197.653
332,12.002,0.008,6.825,21.767,0.0,2019-06-14 19:00:00,19.0,,332,1.2,5.074,664.924
333,10.924,0.008,0.015,0.069,0.0,2019-06-14 20:00:00,20.0,,333,1.202,6.73,1536.883
334,10.057,0.008,0.0,0.0,0.0,2019-06-14 21:00:00,21.0,,334,1.202,8.055,2421.073
335,9.415,0.008,0.0,0.0,0.0,2019-06-14 22:00:00,22.0,,335,1.198,8.844,2949.959
336,8.973,0.008,0.0,0.0,0.0,2019-06-14 23:00:00,23.0,,336,1.193,9.137,3137.737
337,8.634,0.007,0.0,0.0,0.0,2019-06-15 00:00:00,0.0,,337,1.188,9.054,3089.358
338,8.284,0.007,0.0,0.0,0.0,2019-06-15 01:00:00,1.0,,338,1.183,8.831,2947.721
339,7.932,0.007,0.0,0.0,0.0,2019-06-15 02:00:00,2.0,,339,1.178,8.672,2842.277
340,7.575,0.007,4.042,19.511,0.0,2019-06-15 03:00:00,3.0,,340,1.174,8.559,2762.071
341,7.39,0.007,52.952,181.153,115.218,2019-06-15 04:00:00,4.0,,341,1.171,8.365,2630.377
342,7.573,0.007,158.743,391.298,557.764,2019-06-15 05:00:00,5.0,,342,1.168,8.588,2782.201
343,8.588,0.006,307.721,601.02,1521.074,2019-06-15 06:00:00,6.0,,343,1.167,9.264,3220.404
344,10.245,0.006,458.296,796.011,2490.221,2019-06-15 07:00:00,7.0,,344,1.167,9.769,3511.921
345,11.951,0.006,600.847,963.002,3274.822,2019-06-15 08:00:00,8.0,,345,1.167,10.014,3644.281
346,13.539,0.006,713.447,1090.613,3579.12,2019-06-15 09:00:00,9.0,,346,1.169,10.229,3753.319
347,14.881,0.006,789.025,1170.141,3743.237,2019-06-15 10:00:00,10.0,,347,1.171,10.259,3768.435
348,15.882,0.006,815.714,1196.194,3807.901,2019-06-15 11:00:00,11.0,,348,1.175,10.115,3696.32
349,16.581,0.006,796.479,1166.961,3828.235,2019-06-15 12:00:00,12.0,,349,1.179,9.716,3484.922
350,16.97,0.006,734.407,1084.489,3764.638,2019-06-15 13:00:00,13.0,,350,1.183,9.267,3220.336
351,17.03,0.006,633.658,954.371,3642.574,2019-06-15 14:00:00,14.0,,351,1.186,8.802,2928.086
352,16.721,0.006,504.891,785.477,3432.172,2019-06-15 15:00:00,15.0,,352,1.19,8.388,2645.643
353,15.984,0.006,360.766,589.321,3080.77,2019-06-15 16:00:00,16.0,,353,1.193,7.909,2317.763
354,14.758,0.007,215.043,379.298,2483.432,2019-06-15 17:00:00,17.0,,354,1.196,6.833,1600.299
355,11.847,0.007,83.012,169.797,1232.291,2019-06-15 18:00:00,18.0,,355,1.199,7.075,1756.015
356,8.811,0.007,8.163,22.111,3.317,2019-06-15 19:00:00,19.0,,356,1.202,8.142,2479.348
357,7.996,0.007,0.012,0.075,0.0,2019-06-15 20:00:00,20.0,,357,1.204,8.492,2721.68
358,7.339,0.007,0.0,0.0,0.0,2019-06-15 21:00:00,21.0,,358,1.202,8.384,2643.13
359,6.74,0.006,0.0,0.0,0.0,2019-06-15 22:00:00,22.0,,359,1.194,8.177,2503.605
360,6.094,0.006,0.0,0.0,0.0,2019-06-15 23:00:00,23.0,,360,1.185,7.881,2297.656
361,5.419,0.006,0.0,0.0,0.0,2019-06-16 00:00:00,0.0,,361,1.178,7.462,2010.412
362,4.508,0.006,0.0,0.0,0.0,2019-06-16 01:00:00,1.0,,362,1.173,7.359,1941.741
363,3.84,0.006,0.0,0.0,0.0,2019-06-16 02:00:00,2.0,,363,1.168,7.436,1996.934
364,3.474,0.006,5.794,19.874,78.913,2019-06-16 03:00:00,3.0,,364,1.164,7.614,2116.919
365,5.655,0.006,79.617,181.941,1606.18,2019-06-16 04:00:00,4.0,,365,1.16,6.362,1309.737
366,8.104,0.006,217.066,391.967,2794.182,2019-06-16 05:00:00,5.0,,366,1.158,4.501,447.437
367,10.727,0.006,373.923,601.567,3408.265,2019-06-16 06:00:00,6.0,,367,1.156,5.582,894.235
368,12.886,0.006,533.986,796.462,3749.31,2019-06-16 07:00:00,7.0,,368,1.155,5.694,947.369
369,14.772,0.006,679.183,963.367,3911.215,2019-06-16 08:00:00,8.0,,369,1.156,5.985,1099.045
370,16.314,0.006,790.608,1090.897,4010.602,2019-06-16 09:00:00,9.0,,370,1.157,6.313,1280.072
371,17.485,0.006,868.817,1170.361,4036.684,2019-06-16 10:00:00,10.0,,371,1.159,6.254,1248.174
372,18.307,0.006,898.76,1196.39,4026.249,2019-06-16 11:00:00,11.0,,372,1.161,5.755,976.276
373,18.86,0.006,876.712,1167.189,3997.118,2019-06-16 12:00:00,12.0,,373,1.164,5.003,633.52
374,19.134,0.006,805.443,1084.759,3918.324,2019-06-16 13:00:00,13.0,,374,1.167,4.315,386.831
375,19.08,0.006,691.54,954.699,3758.757,2019-06-16 14:00:00,14.0,,375,1.169,3.695,218.222
376,18.642,0.006,549.003,785.903,3489.222,2019-06-16 15:00:00,15.0,,376,1.172,3.206,119.772
377,17.895,0.006,381.594,589.851,3056.413,2019-06-16 16:00:00,16.0,,377,1.175,2.958,81.657
378,17.815,0.007,216.808,379.926,2318.256,2019-06-16 17:00:00,17.0,,378,1.178,2.858,67.726
379,15.736,0.008,76.528,170.517,1079.756,2019-06-16 18:00:00,18.0,,379,1.181,2.213,15.656
380,15.097,0.007,5.625,22.411,1.577,2019-06-16 19:00:00,19.0,,380,1.184,1.583,1.437
381,14.737,0.007,0.01,0.081,0.0,2019-06-16 20:00:00,20.0,,381,1.187,1.132,0.097
382,13.9,0.007,0.0,0.0,0.0,2019-06-16 21:00:00,21.0,,382,1.187,1.529,1.092
383,12.424,0.007,0.0,0.0,0.0,2019-06-16 22:00:00,22.0,,383,1.182,2.636,43.975
384,10.533,0.007,0.0,0.0,0.0,2019-06-16 23:00:00,23.0,,384,1.175,3.736,226.709
385,8.817,0.006,0.0,0.0,0.0,2019-06-17 00:00:00,0.0,,385,1.168,4.571,471.3
386,7.706,0.006,0.0,0.0,0.0,2019-06-17 01:00:00,1.0,,386,1.164,5.04,652.249
387,7.113,0.006,0.0,0.0,0.0,2019-06-17 02:00:00,2.0,,387,1.16,4.952,613.027
388,7.086,0.006,5.137,20.189,12.209,2019-06-17 03:00:00,3.0,,388,1.157,4.592,478.545
389,8.106,0.007,66.459,182.612,253.903,2019-06-17 04:00:00,4.0,,389,1.155,4.55,464.188
390,9.696,0.007,174.216,392.534,356.511,2019-06-17 05:00:00,5.0,,390,1.153,4.494,444.982
391,10.782,0.007,293.944,602.027,495.051,2019-06-17 06:00:00,6.0,,391,1.153,3.499,175.486
392,11.759,0.007,409.003,796.822,644.224,2019-06-17 07:00:00,7.0,,392,1.153,3.288,132.743
393,12.238,0.007,510.203,963.643,966.323,2019-06-17 08:00:00,8.0,,393,1.154,4.076,315.747
394,13.761,0.007,586.669,1091.118,1478.748,2019-06-17 09:00:00,9.0,,394,1.156,5.486,844.877
395,15.415,0.007,634.984,1170.579,2332.648,2019-06-17 10:00:00,10.0,,395,1.158,6.65,1481.372
396,16.444,0.007,666.718,1196.591,2706.054,2019-06-17 11:00:00,11.0,,396,1.162,6.894,1638.628
397,17.37,0.007,668.329,1167.391,2893.685,2019-06-17 12:00:00,12.0,,397,1.165,6.631,1469.604
398,18.06,0.007,613.17,1084.987,2683.007,2019-06-17 13:00:00,13.0,,398,1.169,6.401,1331.421
399,18.131,0.008,529.725,954.974,1988.7,2019-06-17 14:00:00,14.0,,399,1.172,6.236,1240.982
400,17.639,0.008,419.075,786.248,1148.115,2019-06-17 15:00:00,15.0,,400,1.175,5.933,1068.676
401,16.921,0.008,298.714,590.276,623.93,2019-06-17 16:00:00,16.0,,401,1.178,5.54,874.861
402,15.431,0.008,171.257,380.445,248.048,2019-06-17 17:00:00,17.0,,402,1.18,5.6,899.3
403,13.522,0.009,66.217,171.117,48.28,2019-06-17 18:00:00,18.0,,403,1.183,6.239,1242.692
404,12.275,0.008,8.031,22.665,0.0,2019-06-17 19:00:00,19.0,,404,1.185,6.253,1246.954
405,11.741,0.008,0.02,0.086,0.0,2019-06-17 20:00:00,20.0,,405,1.187,6.033,1126.072
406,11.232,0.008,0.0,0.0,0.0,2019-06-17 21:00:00,21.0,,406,1.185,5.852,1026.1
407,10.832,0.008,0.0,0.0,0.0,2019-06-17 22:00:00,22.0,,407,1.177,5.376,793.967
408,10.26,0.008,0.0,0.0,0.0,2019-06-17 23:00:00,23.0,,408,1.168,4.624,493.256
409,9.423,0.008,0.0,0.0,0.0,2019-06-18 00:00:00,0.0,,409,1.162,4.158,339.796
410,8.65,0.008,0.0,0.0,0.0,2019-06-18 01:00:00,1.0,,410,1.157,4.066,312.768
411,8.685,0.008,0.0,0.0,0.0,2019-06-18 02:00:00,2.0,,411,1.152,4.914,598.107
412,8.79,0.008,4.783,20.452,0.0,2019-06-18 03:00:00,3.0,,412,1.148,5.778,991.395
413,8.914,0.008,70.819,183.164,110.226,2019-06-18 04:00:00,4.0,,413,1.145,5.072,664.852
414,9.432,0.008,200.237,393.001,330.288,2019-06-18 05:00:00,5.0,,414,1.143,4.863,579.675
415,10.266,0.008,368.634,602.403,712.885,2019-06-18 06:00:00,6.0,,415,1.142,5.421,814.438
416,11.44,0.008,529.303,797.112,1190.642,2019-06-18 07:00:00,7.0,,416,1.141,5.398,803.876
417,13.098,0.008,664.655,963.857,1946.246,2019-06-18 08:00:00,8.0,,417,1.141,5.248,736.766
418,15.456,0.008,761.379,1091.278,2881.328,2019-06-18 09:00:00,9.0,,418,1.142,5.378,794.681
419,17.969,0.008,825.444,1170.683,3772.41,2019-06-18 10:00:00,10.0,,419,1.143,5.461,837.025
420,19.666,0.008,844.665,1196.688,3903.33,2019-06-18 11:00:00,11.0,,420,1.146,5.071,664.81
421,20.587,0.008,803.808,1167.497,3844.831,2019-06-18 12:00:00,12.0,,421,1.149,4.506,449.217
422,20.852,0.008,722.602,1085.117,3618.447,2019-06-18 13:00:00,13.0,,422,1.152,4.271,373.73
423,20.689,0.008,609.81,955.173,3341.426,2019-06-18 14:00:00,14.0,,423,1.155,4.371,407.675
424,20.052,0.008,477.078,786.518,2579.467,2019-06-18 15:00:00,15.0,,424,1.158,4.558,466.969
425,19.265,0.008,329.453,590.615,1998.317,2019-06-18 16:00:00,16.0,,425,1.162,4.64,499.054
426,17.996,0.009,182.704,380.858,1080.78,2019-06-18 17:00:00,17.0,,426,1.165,4.538,463.181
427,15.245,0.01,65.836,171.604,790.817,2019-06-18 18:00:00,18.0,,427,1.168,4.366,404.774
428,12.662,0.009,5.627,22.873,0.0,2019-06-18 19:00:00,19.0,,428,1.171,4.358,400.472
429,12.069,0.009,0.012,0.09,0.0,2019-06-18 20:00:00,20.0,,429,1.173,4.765,541.158
430,11.856,0.008,0.0,0.0,0.0,2019-06-18 21:00:00,21.0,,430,1.171,5.678,937.716
431,11.628,0.008,0.0,0.0,0.0,2019-06-18 22:00:00,22.0,,431,1.166,7.086,1761.986
432,11.498,0.008,0.0,0.0,0.0,2019-06-18 23:00:00,23.0,,432,1.158,8.284,2578.959
433,11.145,0.008,0.0,0.0,0.0,2019-06-19 00:00:00,0.0,,433,1.152,8.884,2976.302
434,10.908,0.008,0.0,0.0,0.0,2019-06-19 01:00:00,1.0,,434,1.147,9.201,3177.81
435,9.987,0.008,0.0,0.0,0.0,2019-06-19 02:00:00,2.0,,435,1.142,8.805,2928.058
436,9.332,0.008,5.648,20.665,32.041,2019-06-19 03:00:00,3.0,,436,1.139,8.489,2720.672
437,10.98,0.008,69.398,183.602,733.812,2019-06-19 04:00:00,4.0,,437,1.137,6.949,1670.931
438,12.889,0.008,185.287,393.358,863.414,2019-06-19 05:00:00,5.0,,438,1.135,4.828,565.004
439,14.094,0.008,322.963,602.681,657.033,2019-06-19 06:00:00,6.0,,439,1.135,4.492,444.528
440,14.738,0.008,456.96,797.322,651.593,2019-06-19 07:00:00,7.0,,440,1.136,4.781,550.496
441,15.782,0.008,581.706,964.009,1080.295,2019-06-19 08:00:00,8.0,,441,1.138,5.844,1021.767
442,16.732,0.008,686.698,1091.371,1385.413,2019-06-19 09:00:00,9.0,,442,1.142,6.584,1444.444
443,17.552,0.008,754.843,1170.747,1656.218,2019-06-19 10:00:00,10.0,,443,1.146,7.111,1776.423
444,18.188,0.008,762.868,1196.737,1818.248,2019-06-19 11:00:00,11.0,,444,1.151,6.637,1473.729
445,19.665,0.008,720.067,1167.559,2358.841,2019-06-19 12:00:00,12.0,,445,1.157,5.465,837.145
446,21.32,0.008,640.51,1085.222,3058.301,2019-06-19 13:00:00,13.0,,446,1.162,4.318,387.92
447,21.576,0.009,530.3,955.318,2569.474,2019-06-19 14:00:00,14.0,,447,1.166,3.705,221.609
448,21.067,0.009,412.194,786.692,1723.569,2019-06-19 15:00:00,15.0,,448,1.17,4.519,453.46
449,20.28,0.009,292.914,590.862,1133.783,2019-06-19 16:00:00,16.0,,449,1.173,5.784,995.705
450,18.795,0.009,175.381,381.165,676.823,2019-06-19 17:00:00,17.0,,450,1.176,6.269,1254.971
451,16.308,0.01,69.326,171.973,271.014,2019-06-19 18:00:00,18.0,,451,1.179,7.458,2008.111
452,13.735,0.009,7.959,23.033,0.0,2019-06-19 19:00:00,19.0,,452,1.182,8.385,2644.095
453,12.397,0.009,0.02,0.093,0.0,2019-06-19 20:00:00,20.0,,453,1.184,8.044,2413.014
454,11.168,0.009,0.0,0.0,0.0,2019-06-19 21:00:00,21.0,,454,1.183,7.1,1774.548
455,9.923,0.008,0.0,0.0,0.0,2019-06-19 22:00:00,22.0,,455,1.178,6.538,1412.98
456,8.816,0.008,0.0,0.0,0.0,2019-06-19 23:00:00,23.0,,456,1.174,6.183,1207.375
457,8.108,0.008,0.0,0.0,0.0,2019-06-20 00:00:00,0.0,,457,1.169,5.821,1010.012
458,7.804,0.008,0.0,0.0,0.0,2019-06-20 01:00:00,1.0,,458,1.166,5.763,980.49
459,7.652,0.008,0.0,0.0,0.0,2019-06-20 02:00:00,2.0,,459,1.162,5.837,1018.512
460,7.499,0.008,4.234,20.823,0.0,2019-06-20 03:00:00,3.0,,460,1.16,5.26,741.797
461,7.419,0.008,59.967,183.924,118.98,2019-06-20 04:00:00,4.0,,461,1.158,5.305,766.254
462,7.679,0.008,169.721,393.611,516.125,2019-06-20 05:00:00,5.0,,462,1.157,6.061,1137.742
463,8.277,0.008,307.443,602.872,916.077,2019-06-20 06:00:00,6.0,,463,1.157,6.875,1625.845
464,9.294,0.008,442.954,797.449,1735.352,2019-06-20 07:00:00,7.0,,464,1.157,7.355,1941.667
465,10.763,0.008,562.942,964.073,2440.839,2019-06-20 08:00:00,8.0,,465,1.158,7.723,2189.305
466,12.712,0.008,640.804,1091.405,3149.681,2019-06-20 09:00:00,9.0,,466,1.159,7.799,2241.179
467,14.188,0.008,671.984,1170.761,3153.327,2019-06-20 10:00:00,10.0,,467,1.161,7.366,1950.118
468,15.357,0.008,663.103,1196.745,3231.001,2019-06-20 11:00:00,11.0,,468,1.164,6.826,1595.07
469,16.023,0.008,629.735,1167.568,3085.739,2019-06-20 12:00:00,12.0,,469,1.167,6.494,1389.952
470,16.241,0.008,574.855,1085.245,2675.433,2019-06-20 13:00:00,13.0,,470,1.17,6.634,1471.44
471,16.031,0.008,494.563,955.373,1878.108,2019-06-20 14:00:00,14.0,,471,1.172,6.793,1570.546
472,15.415,0.008,393.791,786.798,1023.803,2019-06-20 15:00:00,15.0,,472,1.174,6.884,1631.524
473,14.578,0.008,285.749,591.021,479.711,2019-06-20 16:00:00,16.0,,473,1.176,6.788,1567.544
474,13.6,0.008,173.349,381.377,155.62,2019-06-20 17:00:00,17.0,,474,1.178,6.447,1360.152
475,12.851,0.009,70.937,172.228,41.872,2019-06-20 18:00:00,18.0,,475,1.18,6.635,1472.208
476,12.291,0.009,8.215,23.144,0.0,2019-06-20 19:00:00,19.0,,476,1.182,7.453,2004.553
477,11.932,0.009,0.02,0.096,0.0,2019-06-20 20:00:00,20.0,,477,1.183,7.425,1988.944
478,11.485,0.008,0.0,0.0,0.0,2019-06-20 21:00:00,21.0,,478,1.182,7.162,1810.73
479,10.983,0.008,0.0,0.0,0.0,2019-06-20 22:00:00,22.0,,479,1.174,6.821,1588.789
480,10.269,0.008,0.0,0.0,0.0,2019-06-20 23:00:00,23.0,,480,1.167,6.487,1387.977
481,10.049,0.008,0.0,0.0,0.0,2019-06-21 00:00:00,0.0,,481,1.161,6.435,1353.958
482,9.905,0.008,0.0,0.0,0.0,2019-06-21 01:00:00,1.0,,482,1.156,6.496,1390.014
483,9.744,0.008,0.0,0.0,0.0,2019-06-21 02:00:00,2.0,,483,1.152,6.274,1257.07
484,9.464,0.008,5.796,20.929,3.563,2019-06-21 03:00:00,3.0,,484,1.149,6.125,1173.146
485,10.103,0.008,74.516,184.129,317.852,2019-06-21 04:00:00,4.0,,485,1.147,4.918,599.518
486,11.849,0.009,198.861,393.755,1065.889,2019-06-21 05:00:00,5.0,,486,1.146,3.273,130.045
487,14.137,0.009,348.512,602.969,2075.885,2019-06-21 06:00:00,6.0,,487,1.145,3.816,246.38
488,16.735,0.009,501.978,797.493,2984.489,2019-06-21 07:00:00,7.0,,488,1.145,3.784,238.467
489,19.032,0.009,645.264,964.082,3401.645,2019-06-21 08:00:00,8.0,,489,1.146,3.621,202.221
490,20.658,0.009,751.46,1091.394,3599.677,2019-06-21 09:00:00,9.0,,490,1.147,3.588,192.88
491,21.835,0.009,796.073,1170.724,3685.672,2019-06-21 10:00:00,10.0,,491,1.148,3.434,160.337
492,22.541,0.009,779.174,1196.692,3598.054,2019-06-21 11:00:00,11.0,,492,1.151,3.135,106.6
493,22.917,0.009,731.447,1167.526,3530.906,2019-06-21 12:00:00,12.0,,493,1.153,2.962,82.256
494,23.038,0.009,660.386,1085.22,3481.765,2019-06-21 13:00:00,13.0,,494,1.155,2.947,79.956
495,22.809,0.009,560.693,955.358,3319.316,2019-06-21 14:00:00,14.0,,495,1.158,3.1,101.188
496,22.145,0.009,427.535,786.819,2806.4,2019-06-21 15:00:00,15.0,,496,1.16,3.357,145.524
497,21.103,0.01,292.311,591.079,1598.82,2019-06-21 16:00:00,16.0,,497,1.163,3.895,268.903
498,19.769,0.01,162.553,381.476,636.218,2019-06-21 17:00:00,17.0,,498,1.165,4.253,367.656
499,17.464,0.011,61.78,172.364,147.762,2019-06-21 18:00:00,18.0,,499,1.167,4.64,498.755
500,15.847,0.01,6.86,23.207,0.0,2019-06-21 19:00:00,19.0,,500,1.169,4.995,630.307
501,14.974,0.01,0.02,0.097,0.0,2019-06-21 20:00:00,20.0,,501,1.171,5.163,699.783
502,14.231,0.01,0.0,0.0,0.0,2019-06-21 21:00:00,21.0,,502,1.171,5.244,735.162
503,13.65,0.009,0.0,0.0,0.0,2019-06-21 22:00:00,22.0,,503,1.165,5.287,758.001
